Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2240,1,0.0,0,1,3,0,6,7,2018,5,18,2,0.0,0,0,169.0,,2
2241,2,0.0,0,2,2,0,2,102,2017,10,16,1,0.0,0,0,101.5,0.0,1
2242,2,0.0,0,1,1,0,2,43,2018,10,20,2,0.0,0,0,85.5,1.0,2
2243,2,1.0,1,3,1,0,2,6,2018,2,4,1,0.0,0,0,109.0,1.0,1
2244,1,0.0,0,2,1,0,2,188,2018,6,15,2,0.0,0,0,130.0,0.0,1
2245,2,0.0,0,3,1,0,1,63,2018,5,10,1,0.0,0,0,140.4,0.0,1
2246,2,0.0,2,0,1,0,2,0,2017,10,4,1,0.0,0,0,126.0,0.0,2
2247,2,,0,1,1,0,6,3,2018,6,11,1,0.0,0,0,128.8,0.0,2
2248,2,0.0,0,1,1,0,2,113,2018,11,11,2,0.0,0,0,90.0,0.0,2
2249,2,0.0,0,4,1,0,2,129,2018,5,10,1,0.0,0,0,99.45,0.0,2
2250,2,,0,1,1,0,3,5,2018,5,19,1,0.0,0,0,221.0,2.0,2
2251,2,0.0,0,2,2,0,2,74,2017,9,18,2,0.0,0,0,109.0,0.0,2
2252,2,0.0,0,2,1,0,2,8,2017,10,20,1,0.0,0,0,135.0,1.0,2
2253,2,0.0,0,1,1,0,2,5,2017,10,21,1,0.0,0,0,0.0,0.0,2
2254,2,0.0,0,3,1,0,2,87,2018,6,9,1,0.0,0,0,97.71,0.0,2
2255,3,0.0,2,2,1,0,2,17,2017,12,18,2,0.0,0,0,82.0,1.0,2
2256,2,0.0,2,3,1,0,2,69,2018,3,20,1,0.0,0,0,90.95,1.0,2
2257,2,1.0,0,1,1,0,2,11,2018,11,5,1,0.0,0,0,150.0,1.0,1
2258,2,0.0,0,2,1,0,2,18,2017,12,1,1,,0,0,69.0,2.0,2
2259,2,0.0,2,0,1,0,2,48,2018,9,11,2,0.0,0,0,85.5,0.0,2
2260,3,0.0,2,1,1,0,1,49,2018,10,15,1,0.0,0,0,158.4,1.0,1
2261,1,,2,1,1,0,2,27,2017,10,4,1,0.0,0,0,91.83,2.0,2
2262,1,0.0,0,1,1,1,2,0,2018,12,15,3,0.0,0,0,50.0,1.0,2
2263,2,0.0,0,2,3,0,2,53,2018,11,11,1,,0,0,79.2,2.0,2
2264,2,0.0,2,5,1,0,2,41,2018,8,20,1,0.0,0,0,135.9,0.0,1
2265,2,2.0,0,5,1,0,3,66,2017,12,29,1,0.0,0,0,170.9,1.0,2
2266,1,0.0,2,1,2,0,1,18,2018,2,28,1,0.0,0,0,145.0,,2
2267,2,,0,2,2,0,6,37,2018,6,17,2,0.0,0,0,134.1,1.0,2
2268,1,0.0,0,1,3,0,2,196,2018,10,1,1,0.0,0,0,93.6,,1
2269,2,0.0,1,5,1,0,1,7,2018,12,27,1,0.0,0,0,116.73,2.0,2
2270,2,0.0,2,3,1,0,1,71,2018,7,10,1,0.0,0,0,122.4,1.0,2
2271,2,0.0,2,2,1,0,2,28,2018,4,17,1,,0,0,101.8,0.0,1
2272,2,0.0,1,2,1,0,1,68,2018,6,3,1,,0,0,137.4,1.0,2
2273,2,0.0,0,3,1,0,2,51,2018,2,25,1,0.0,0,0,80.3,1.0,2
2274,2,0.0,0,1,1,0,2,8,2017,9,24,1,0.0,0,0,133.0,0.0,2
2275,1,,1,5,1,0,1,48,2018,3,15,1,0.0,0,0,98.18,,1
2276,2,0.0,0,1,3,0,2,2,2018,3,10,1,0.0,0,0,89.0,0.0,1
2277,2,0.0,2,1,3,0,2,130,2018,8,27,1,0.0,0,0,85.5,2.0,2
2278,2,0.0,2,5,3,0,2,102,2017,7,29,1,,0,0,46.66,0.0,2
2279,2,0.0,0,1,1,0,1,83,2018,6,14,1,0.0,0,0,167.4,1.0,2
2280,1,0.0,1,1,2,0,1,71,2018,10,22,2,0.0,0,0,126.5,0.0,2
2281,2,0.0,2,0,1,0,2,5,2017,9,20,3,1.0,1,0,100.0,0.0,2
2282,3,0.0,0,4,1,0,1,42,2018,8,30,1,0.0,0,0,142.2,2.0,2
2283,2,0.0,2,2,3,1,2,214,2018,7,29,1,0.0,0,0,89.75,1.0,2
2284,3,0.0,2,3,1,0,1,209,2018,10,21,1,0.0,0,0,128.7,1.0,1
2285,3,0.0,2,3,1,0,2,151,2018,7,29,1,0.0,0,0,133.45,2.0,1
2286,2,0.0,0,2,1,0,2,93,2018,4,20,1,0.0,0,0,96.3,1.0,2
2287,1,0.0,1,1,3,0,2,251,2018,11,21,1,0.0,0,0,73.35,1.0,2
2288,2,,0,2,2,0,2,74,2017,9,18,2,0.0,0,0,109.0,0.0,2
2289,2,0.0,0,4,1,0,2,125,2018,9,7,1,0.0,0,0,136.0,2.0,2
2290,2,0.0,1,3,1,0,1,50,2018,4,4,1,0.0,0,0,112.2,0.0,1
2291,2,0.0,0,1,3,0,2,63,2018,7,23,1,0.0,0,0,94.5,2.0,2
2292,1,0.0,0,3,1,0,2,71,2018,6,14,2,0.0,0,0,120.0,0.0,2
2293,3,0.0,0,1,1,0,1,186,2018,11,3,1,0.0,0,0,123.3,0.0,1
2294,2,0.0,2,4,1,0,2,83,2018,3,20,1,0.0,0,0,61.41,0.0,2
2295,2,0.0,0,3,1,0,2,193,2018,9,29,1,0.0,0,0,93.09,1.0,1
2296,2,0.0,3,6,1,0,2,160,2018,7,18,1,0.0,0,0,97.56,1.0,2
2297,2,0.0,0,5,1,0,2,230,2018,9,6,2,0.0,0,0,137.0,1.0,1
2298,2,0.0,2,1,1,0,2,22,2017,12,26,1,0.0,0,0,59.09,0.0,2
2299,3,0.0,0,4,2,0,2,65,2018,12,21,2,0.0,0,0,122.65,,2
2300,2,0.0,2,3,2,0,2,203,2018,10,6,1,0.0,0,0,135.15,3.0,2
2301,2,0.0,0,2,1,0,2,122,2018,4,15,1,0.0,0,0,85.0,0.0,1
2302,2,,4,6,1,0,2,207,2018,8,20,2,0.0,0,0,72.25,0.0,2
2303,2,0.0,1,2,1,0,4,56,2018,2,8,1,0.0,0,0,71.52,0.0,2
2304,2,0.0,0,4,1,0,2,3,2018,12,21,1,0.0,0,0,82.88,,2
2305,2,0.0,0,2,1,0,2,8,2017,8,26,1,0.0,0,0,90.0,2.0,2
2306,2,0.0,1,2,1,0,1,154,2018,5,20,2,0.0,0,0,90.95,0.0,2
2307,2,0.0,2,2,1,0,2,98,2018,4,9,1,0.0,0,0,86.7,,1
2308,2,0.0,2,1,3,0,2,20,2018,9,11,2,0.0,0,0,85.0,0.0,2
2309,2,,0,3,1,0,2,37,2018,10,13,2,0.0,0,0,105.0,0.0,2
2310,2,,4,11,1,0,1,237,2018,9,13,1,0.0,0,0,116.62,1.0,1
2311,1,0.0,2,4,1,0,2,69,2018,6,12,2,,0,0,120.0,,1
2312,2,1.0,0,1,1,0,2,12,2018,2,6,1,0.0,0,0,109.0,0.0,1
2313,1,0.0,2,2,1,0,2,147,2018,7,15,1,0.0,0,0,89.25,0.0,2
2314,2,0.0,1,2,1,0,2,85,2018,6,20,1,0.0,0,0,126.9,,1
2315,3,0.0,0,2,1,0,1,103,2018,8,2,1,0.0,0,0,137.7,1.0,2
2316,2,1.0,1,0,1,0,2,0,2018,6,26,1,0.0,0,0,127.0,0.0,2
2317,2,,0,2,2,0,2,377,2018,10,14,1,0.0,0,0,115.0,1.0,1
2318,2,0.0,0,2,2,0,2,102,2017,10,16,2,0.0,0,0,109.0,0.0,2
2319,2,0.0,1,0,3,0,2,39,2018,4,24,1,0.0,0,0,94.5,1.0,2
2320,1,0.0,2,1,1,0,1,52,2018,5,15,1,0.0,0,0,140.4,0.0,2
2321,3,0.0,0,1,1,0,1,129,2018,8,17,1,0.0,0,0,146.7,3.0,2
2322,1,0.0,1,1,1,0,2,3,2017,11,16,4,0.0,0,0,0.0,0.0,2
2323,3,0.0,1,3,1,0,2,35,2018,9,5,1,0.0,0,0,110.16,0.0,2
2324,2,0.0,0,3,1,0,2,50,2018,10,4,1,0.0,0,0,118.8,1.0,2
2325,2,,1,4,1,0,1,5,2018,8,22,1,0.0,0,0,155.0,2.0,2
2326,2,0.0,1,3,1,0,1,82,2018,4,14,1,0.0,0,0,103.7,1.0,1
2327,2,0.0,2,2,1,0,2,11,2018,3,26,1,0.0,0,0,133.5,1.0,2
2328,2,0.0,0,3,1,0,2,56,2018,11,2,1,0.0,0,0,108.0,2.0,2
2329,2,1.0,0,1,2,0,2,179,2018,7,27,1,0.0,0,0,155.25,1.0,1
2330,2,0.0,0,2,2,0,2,292,2018,7,21,2,,0,0,115.0,0.0,1
2331,2,0.0,0,2,3,0,2,45,2018,8,31,1,0.0,0,0,108.0,1.0,2
2332,2,,1,0,3,0,2,68,2018,6,19,1,0.0,0,0,116.1,1.0,2
2333,2,,0,4,3,0,2,66,2018,8,31,1,0.0,0,0,120.6,0.0,2
2334,1,0.0,0,1,1,1,2,18,2018,10,18,3,1.0,0,10,65.0,1.0,2
2335,2,0.0,0,5,3,0,2,273,2018,11,22,1,0.0,0,0,63.75,,1
2336,2,,1,2,3,0,2,9,2018,12,16,1,,0,0,78.0,0.0,2
2337,1,0.0,1,1,1,0,2,5,2018,9,19,3,1.0,0,2,65.0,1.0,2
2338,2,0.0,0,4,1,0,2,95,2018,4,26,1,0.0,0,0,95.2,1.0,2
2339,2,0.0,0,2,1,0,2,5,2018,7,5,1,0.0,0,0,149.0,1.0,2
2340,2,0.0,2,2,1,0,2,204,2017,10,9,2,0.0,0,0,72.75,0.0,2
2341,2,0.0,1,1,3,0,2,37,2018,12,10,1,0.0,0,0,88.0,0.0,1
2342,2,0.0,0,2,1,0,1,2,2018,4,20,5,0.0,0,0,110.0,,2
2343,2,0.0,1,3,1,1,2,196,2018,9,5,1,0.0,0,0,116.1,1.0,1
2344,2,,2,2,1,0,4,188,2018,9,4,1,0.0,0,0,112.01,1.0,1
2345,2,0.0,1,2,1,0,2,121,2018,6,24,1,,0,0,90.0,0.0,1
2346,1,0.0,1,1,1,0,2,3,2018,3,7,3,,0,1,80.0,0.0,2
2347,2,0.0,1,2,3,0,2,10,2018,3,7,1,0.0,0,0,79.0,0.0,1
2348,2,0.0,1,3,3,0,2,70,2018,4,14,1,0.0,0,0,89.25,0.0,1
2349,2,0.0,1,4,1,0,2,61,2018,2,3,2,0.0,0,0,60.0,0.0,2
2350,2,0.0,1,0,3,0,2,1,2018,4,18,1,,0,0,99.0,0.0,2
2351,1,0.0,2,3,1,0,2,269,2018,12,29,2,0.0,0,0,70.0,0.0,2
2352,2,0.0,0,2,1,0,1,86,2018,10,28,1,0.0,0,0,104.4,1.0,2
2353,2,0.0,1,2,1,0,1,49,2017,11,6,2,,0,0,60.0,,2
2354,1,0.0,1,2,1,0,1,12,2017,10,5,2,0.0,0,0,75.0,0.0,2
2355,2,1.0,0,2,1,0,2,2,2017,8,28,1,0.0,0,0,123.5,3.0,2
2356,1,1.0,1,3,3,0,2,92,2018,6,20,1,0.0,0,0,81.95,1.0,2
2357,2,0.0,0,2,1,0,2,33,2017,10,1,1,0.0,0,0,79.35,,2
2358,2,0.0,0,1,2,0,2,219,2017,9,4,2,0.0,0,0,108.0,0.0,1
2359,2,0.0,0,1,3,0,2,0,2018,6,7,1,0.0,0,0,109.0,0.0,2
2360,2,0.0,0,2,1,0,2,317,2018,9,15,1,0.0,0,0,120.0,0.0,1
2361,2,0.0,1,1,2,0,2,247,2018,6,6,1,0.0,0,0,115.0,1.0,1
2362,2,0.0,0,2,1,0,2,21,2017,9,3,1,0.0,0,0,105.0,,2
2363,2,0.0,1,1,1,0,1,44,2018,6,18,2,0.0,0,0,96.3,0.0,2
2364,2,0.0,0,2,2,0,2,273,2017,7,17,1,0.0,0,0,109.0,0.0,1
2365,2,0.0,0,1,1,0,2,56,2018,6,8,2,0.0,0,0,120.0,0.0,2
2366,2,0.0,3,7,3,0,2,18,2018,1,29,1,0.0,0,0,77.2,0.0,2
2367,3,0.0,2,2,1,0,1,19,2018,7,3,1,0.0,0,0,187.0,2.0,2
2368,2,1.0,1,3,1,0,2,12,2018,10,31,1,0.0,0,0,129.25,2.0,2
2369,1,0.0,1,1,1,0,2,18,2018,2,20,1,0.0,0,0,86.0,1.0,2
2370,2,0.0,2,2,2,0,2,160,2018,10,29,1,0.0,0,0,125.1,2.0,1
2371,2,0.0,1,1,1,0,2,144,2018,7,25,1,0.0,0,0,81.08,0.0,2
2372,1,0.0,0,2,1,0,4,132,2018,8,30,1,0.0,0,0,70.56,0.0,2
2373,2,0.0,3,5,1,0,2,122,2018,8,21,2,0.0,0,0,72.26,2.0,2
2374,2,0.0,2,1,3,0,2,25,2018,5,22,1,,0,0,109.0,2.0,2
2375,2,0.0,0,2,1,0,2,90,2017,11,20,1,0.0,0,0,72.25,1.0,1
2376,2,0.0,0,4,1,0,2,149,2018,11,16,1,0.0,0,0,65.45,1.0,2
2377,2,0.0,0,2,1,0,2,12,2018,2,26,1,0.0,0,0,93.0,1.0,2
2378,1,0.0,0,1,1,0,2,16,2018,3,11,3,0.0,0,0,75.0,0.0,2
2379,1,0.0,1,3,2,0,2,4,2018,3,7,2,0.0,0,0,88.0,0.0,2
2380,3,0.0,0,1,1,0,1,38,2018,8,17,1,0.0,0,0,168.3,0.0,2
2381,2,0.0,1,3,1,0,2,73,2017,10,26,1,0.0,0,0,89.25,,2
2382,2,0.0,2,4,1,0,2,53,2018,2,27,1,0.0,0,0,80.2,0.0,2
2383,1,0.0,2,1,1,0,2,116,2018,2,28,2,,0,0,82.0,0.0,2
2384,1,0.0,2,1,2,0,2,122,2018,3,27,2,,0,0,86.0,0.0,2
2385,2,0.0,0,3,1,0,2,232,2018,9,15,2,0.0,0,0,80.75,0.0,2
2386,2,2.0,0,3,1,0,3,2,2017,9,9,1,,0,0,174.0,1.0,2
2387,2,0.0,0,3,3,0,2,126,2018,9,8,1,0.0,0,0,118.8,0.0,1
2388,2,0.0,2,2,1,0,1,60,2018,8,28,1,0.0,0,0,111.6,0.0,2
2389,2,0.0,2,1,2,0,2,150,2018,1,2,2,0.0,0,0,101.0,0.0,2
2390,2,0.0,0,2,3,0,2,46,2018,11,11,1,0.0,0,0,79.2,,1
2391,2,,1,2,1,0,2,42,2018,11,4,2,0.0,0,0,112.0,2.0,2
2392,3,,2,5,2,0,1,54,2018,8,24,1,0.0,0,0,208.41,1.0,1
2393,2,0.0,0,3,1,0,1,46,2018,3,17,1,,0,0,106.8,1.0,1
2394,2,0.0,0,1,1,0,2,0,2017,9,22,4,,0,2,0.0,0.0,2
2395,1,0.0,4,8,1,0,2,10,2018,11,20,1,0.0,0,0,96.92,,1
2396,1,,2,1,1,0,2,93,2018,10,15,1,,0,0,115.0,0.0,1
2397,2,0.0,2,3,1,0,2,1,2017,9,11,1,0.0,0,0,148.8,1.0,2
2398,2,0.0,0,2,1,0,4,47,2017,11,5,1,0.0,0,0,105.5,1.0,2
2399,2,0.0,1,1,1,0,1,11,2018,10,10,2,0.0,0,0,107.0,0.0,2
2400,1,0.0,0,1,1,0,2,0,2018,10,12,2,0.0,0,0,120.0,,2
2401,2,0.0,0,2,2,0,2,39,2017,8,14,2,0.0,0,0,109.0,0.0,2
2402,2,0.0,1,2,3,0,2,22,2018,11,14,1,0.0,0,0,64.37,1.0,2
2403,2,0.0,2,2,1,0,1,102,2018,7,10,2,0.0,0,0,82.45,0.0,2
2404,1,0.0,2,7,1,0,2,62,2017,7,15,1,,0,0,68.0,1.0,1
2405,1,0.0,1,0,3,0,2,5,2018,4,18,1,,0,0,64.68,1.0,2
2406,2,0.0,2,1,3,0,2,46,2018,12,25,1,,0,0,79.2,0.0,2
2407,1,0.0,0,1,1,0,2,55,2018,7,7,3,0.0,0,0,79.0,0.0,2
2408,1,0.0,2,2,1,0,2,11,2018,7,10,1,0.0,0,0,145.0,0.0,1
2409,2,,0,2,1,0,2,25,2018,10,21,1,,0,0,139.0,1.0,2
2410,2,0.0,0,1,2,0,2,13,2018,4,14,2,0.0,0,0,131.6,0.0,2
2411,3,0.0,2,1,1,0,1,70,2018,4,9,1,,0,0,137.7,,2
2412,2,0.0,0,3,1,0,2,160,2017,12,30,2,0.0,0,0,70.0,0.0,2
2413,2,0.0,2,1,1,0,1,31,2017,10,25,2,0.0,0,0,75.0,1.0,2
2414,2,2.0,2,0,1,0,3,14,2018,5,15,1,0.0,0,0,211.0,2.0,2
2415,2,0.0,0,4,1,0,2,92,2017,10,7,2,0.0,0,0,70.0,,2
2416,2,0.0,0,4,1,1,1,12,2017,11,3,1,0.0,0,0,91.45,0.0,2
2417,2,0.0,1,1,1,0,4,180,2018,8,27,1,,0,0,88.77,0.0,1
2418,2,1.0,0,3,1,0,2,95,2018,7,13,1,0.0,0,0,121.5,2.0,2
2419,2,0.0,2,1,1,0,2,54,2018,7,3,2,0.0,0,0,85.5,,2
2420,2,0.0,2,1,2,0,2,103,2017,7,18,2,0.0,0,0,94.5,0.0,1
2421,2,0.0,0,3,3,0,2,179,2018,10,19,1,0.0,0,0,85.5,2.0,2
2422,1,0.0,0,1,1,0,2,10,2018,1,28,3,0.0,0,0,66.0,0.0,2
2423,3,,1,3,1,0,1,110,2018,7,7,1,0.0,0,0,138.55,2.0,2
2424,3,0.0,0,2,1,0,2,79,2018,7,19,1,0.0,0,0,137.7,,2
2425,2,0.0,0,3,3,0,2,58,2018,12,15,1,0.0,0,0,79.2,,1
2426,1,0.0,0,1,1,0,2,1,2018,6,7,3,,0,0,95.0,0.0,2
2427,2,0.0,0,2,2,0,2,273,2017,7,17,1,0.0,0,0,109.0,0.0,1
2428,2,0.0,1,2,1,0,2,191,2018,6,3,1,0.0,0,0,132.0,0.0,1
2429,1,0.0,0,3,2,0,2,1,2018,9,29,3,0.0,0,0,118.0,0.0,2
2430,2,0.0,1,1,1,0,2,10,2018,8,13,1,0.0,0,0,156.0,2.0,2
2431,2,0.0,1,2,2,0,1,17,2018,2,12,1,0.0,0,0,144.0,0.0,2
2432,2,0.0,1,2,1,0,2,57,2018,6,10,2,0.0,0,0,90.67,1.0,2
2433,2,0.0,0,1,1,0,4,3,2018,7,2,4,1.0,0,3,0.0,2.0,2
2434,2,0.0,0,1,1,0,2,41,2018,12,27,2,0.0,0,0,65.0,1.0,2
2435,2,,0,3,3,0,2,35,2018,2,11,1,0.0,0,0,67.5,0.0,1
2436,1,0.0,0,1,1,0,6,8,2018,10,6,3,,0,0,170.63,0.0,1
2437,2,0.0,1,2,2,0,2,39,2018,12,19,2,0.0,0,0,102.0,,2
2438,2,0.0,1,2,1,0,1,14,2017,10,30,2,0.0,0,0,98.67,1.0,2
2439,2,0.0,2,1,1,0,1,45,2018,4,17,1,0.0,0,0,112.8,1.0,1
2440,2,0.0,0,3,1,0,2,170,2018,8,18,1,,0,0,108.3,1.0,1
2441,3,0.0,2,5,1,0,1,40,2018,4,21,1,0.0,0,0,135.64,1.0,2
2442,2,0.0,2,1,3,0,2,2,2018,8,28,2,0.0,0,0,75.0,0.0,2
2443,1,0.0,0,1,1,0,2,0,2018,11,30,3,0.0,0,0,64.0,,2
2444,2,0.0,2,0,1,0,2,6,2017,9,20,1,0.0,0,0,152.84,1.0,2
2445,1,0.0,0,1,3,0,7,0,2017,12,31,4,0.0,0,0,0.0,0.0,2
2446,2,0.0,0,2,1,0,2,225,2018,8,12,1,0.0,0,0,96.3,0.0,1
2447,2,0.0,0,1,1,1,2,67,2018,4,1,1,0.0,0,0,109.1,0.0,2
2448,2,0.0,1,3,1,0,2,157,2018,7,11,1,0.0,0,0,101.58,2.0,1
2449,1,0.0,0,1,1,0,2,55,2018,7,7,3,0.0,0,0,79.0,,1
2450,3,0.0,0,2,1,0,2,24,2017,7,9,1,0.0,0,0,100.0,,1
2451,3,0.0,2,1,1,0,1,113,2018,8,6,1,0.0,0,0,121.21,0.0,1
2452,2,0.0,1,5,1,0,2,349,2018,10,4,2,0.0,0,0,90.0,0.0,1
2453,2,0.0,0,3,1,0,2,112,2018,7,14,1,0.0,0,0,105.3,,1
2454,2,0.0,2,1,1,0,2,4,2018,2,13,1,0.0,0,0,91.0,0.0,2
2455,2,0.0,0,5,1,0,2,227,2018,10,4,1,0.0,0,0,102.85,,1
2456,2,0.0,1,2,2,0,2,161,2018,3,25,1,0.0,0,0,130.0,0.0,1
2457,2,0.0,1,0,1,0,2,166,2018,6,26,1,0.0,0,0,96.3,1.0,2
2458,1,0.0,1,0,3,0,2,12,2018,6,27,1,0.0,0,0,129.0,0.0,1
2459,2,2.0,0,1,1,0,4,32,2018,9,2,1,0.0,0,0,198.9,0.0,1
2460,2,0.0,1,5,1,0,2,196,2018,8,22,1,0.0,0,0,99.45,0.0,1
2461,2,0.0,0,4,3,0,2,15,2018,12,28,1,,0,0,102.0,2.0,2
2462,3,0.0,0,1,1,0,1,0,2017,11,14,1,0.0,0,0,107.0,2.0,2
2463,1,0.0,0,3,1,0,2,113,2018,5,31,3,0.0,0,0,100.0,,1
2464,1,0.0,0,1,1,0,1,8,2018,4,23,4,0.0,0,0,0.0,2.0,2
2465,2,0.0,0,1,3,0,2,3,2018,1,8,1,,0,0,67.5,0.0,2
2466,1,0.0,0,1,1,0,2,3,2018,2,25,3,1.0,0,5,66.0,0.0,2
2467,2,0.0,0,3,3,0,2,134,2018,5,17,1,0.0,0,0,94.5,0.0,1
2468,2,0.0,2,1,1,0,2,166,2018,8,27,1,,0,0,96.3,0.0,1
2469,2,0.0,2,2,1,0,2,174,2018,8,13,1,0.0,0,0,99.45,,2
2470,2,0.0,0,4,1,0,2,66,2018,5,11,1,0.0,0,0,119.85,1.0,2
2471,2,0.0,1,0,1,0,2,34,2017,10,18,2,0.0,0,0,76.5,0.0,2
2472,2,0.0,1,1,3,0,2,22,2018,3,21,1,0.0,0,0,129.0,0.0,1
2473,1,0.0,1,3,1,0,6,143,2018,7,18,3,0.0,0,0,106.0,0.0,2
2474,2,0.0,0,4,1,0,2,65,2018,4,27,2,0.0,0,0,80.75,0.0,2
2475,2,0.0,1,1,3,0,2,1,2018,4,4,1,0.0,0,0,89.0,1.0,2
2476,2,0.0,1,1,1,0,2,63,2017,10,10,1,0.0,0,0,89.25,1.0,2
2477,1,,0,2,2,0,2,74,2017,9,18,2,0.0,0,0,80.0,0.0,2
2478,2,0.0,2,3,3,0,2,13,2018,8,21,1,0.0,0,0,82.4,0.0,2
2479,3,0.0,1,3,2,0,6,5,2018,8,4,1,0.0,0,0,228.8,0.0,1
2480,2,0.0,0,3,2,0,1,7,2018,4,21,1,0.0,0,0,174.0,0.0,2
2481,2,0.0,1,3,1,0,1,68,2017,11,30,2,0.0,0,0,60.0,1.0,2
2482,2,0.0,0,1,1,0,1,120,2018,10,28,1,0.0,0,0,104.4,1.0,1
2483,2,0.0,2,3,1,0,2,49,2018,1,24,1,0.0,0,0,75.95,1.0,2
2484,2,0.0,2,3,1,0,2,166,2018,7,7,1,0.0,0,0,99.45,0.0,1
2485,3,0.0,1,2,1,0,1,27,2018,2,22,1,0.0,0,0,130.0,2.0,2
2486,2,0.0,0,4,1,0,1,37,2018,3,1,1,0.0,0,0,95.4,1.0,1
2487,2,1.0,1,2,1,0,1,48,2018,12,23,1,0.0,0,0,138.6,1.0,2
2488,2,0.0,0,2,1,1,1,88,2018,9,16,1,0.0,0,0,158.4,1.0,2
2489,2,0.0,1,2,1,0,4,130,2018,3,25,1,0.0,0,0,102.58,1.0,2
2490,2,,1,1,1,0,2,80,2018,11,12,1,0.0,0,0,93.6,0.0,1
2491,2,0.0,1,3,1,0,2,112,2018,12,22,1,0.0,0,0,88.4,2.0,1
2492,2,0.0,1,3,1,0,2,164,2018,5,2,1,0.0,0,0,99.45,0.0,1
2493,2,0.0,2,5,1,0,2,159,2018,7,6,1,0.0,0,0,106.74,1.0,1
2494,2,0.0,2,1,1,0,2,23,2018,10,29,1,0.0,0,0,140.0,0.0,1
2495,2,0.0,2,0,2,0,2,386,2018,10,23,1,0.0,0,0,115.0,1.0,1
2496,2,0.0,0,2,3,1,2,9,2018,8,23,1,0.0,0,0,137.0,2.0,2
2497,2,0.0,1,2,1,0,2,52,2017,10,23,1,,0,0,94.5,3.0,2
2498,2,0.0,4,11,1,1,2,103,2018,6,28,1,0.0,0,0,116.38,0.0,1
2499,2,0.0,1,0,3,0,2,28,2018,10,3,1,0.0,0,0,126.0,0.0,1
2500,3,0.0,1,3,1,0,1,60,2018,4,25,1,0.0,0,0,130.48,0.0,2
2501,2,0.0,0,2,2,0,2,256,2018,6,15,1,0.0,0,0,115.0,1.0,1
2502,2,0.0,2,2,1,0,2,266,2018,10,30,1,0.0,0,0,86.7,2.0,2
2503,3,0.0,2,4,1,0,1,137,2018,8,13,1,,0,0,145.2,1.0,2
2504,2,0.0,1,4,1,0,1,85,2018,7,13,1,0.0,0,0,91.48,1.0,2
2505,1,0.0,0,2,1,0,2,192,2018,6,24,2,,0,0,95.0,0.0,2
2506,2,0.0,2,1,3,0,2,54,2018,11,5,1,,0,0,118.33,3.0,2
2507,2,0.0,1,3,1,0,1,123,2018,12,26,1,0.0,0,0,105.61,2.0,2
2508,2,0.0,1,4,3,0,2,174,2018,7,13,1,,0,0,80.75,0.0,1
2509,3,0.0,0,4,1,0,1,42,2018,8,30,1,0.0,0,0,142.2,2.0,2
2510,2,0.0,1,3,3,0,2,6,2018,12,15,1,0.0,0,0,66.3,0.0,2
2511,2,0.0,0,2,1,0,2,217,2018,8,10,1,0.0,0,0,96.3,0.0,1
2512,2,,0,1,1,0,2,39,2018,5,7,1,0.0,0,0,126.9,0.0,1
2513,2,0.0,2,1,1,0,2,48,2018,12,4,1,0.0,0,0,93.6,1.0,2
2514,2,0.0,0,3,2,0,2,34,2017,9,23,2,0.0,0,0,224.67,0.0,1
2515,2,0.0,1,2,3,0,2,112,2018,12,16,1,0.0,0,0,79.2,1.0,1
2516,3,0.0,0,2,1,0,2,109,2018,6,21,1,0.0,0,0,159.3,1.0,2
2517,2,0.0,2,5,1,0,1,187,2018,7,11,1,0.0,0,0,99.45,1.0,1
2518,2,0.0,2,2,1,0,2,54,2018,12,24,1,0.0,0,0,88.4,1.0,2
2519,2,0.0,2,5,1,0,4,108,2018,4,2,1,,0,0,74.89,0.0,2
2520,1,0.0,0,2,1,0,2,6,2018,5,31,3,0.0,0,0,95.0,0.0,2
2521,2,0.0,0,2,1,0,1,46,2017,11,3,2,0.0,0,0,60.0,,2
2522,2,0.0,1,3,1,0,1,47,2018,6,16,1,0.0,0,0,140.4,0.0,1
2523,2,0.0,0,4,1,0,2,178,2018,8,24,1,0.0,0,0,93.08,,2
2524,1,0.0,0,1,1,1,2,12,2018,10,12,3,1.0,0,9,67.0,1.0,2
2525,2,0.0,0,1,1,0,2,83,2018,9,1,2,,0,0,112.8,0.0,2
2526,1,0.0,2,2,1,0,1,81,2018,11,6,1,0.0,0,0,146.6,1.0,2
2527,1,0.0,1,2,1,0,2,2,2018,11,28,3,1.0,5,53,65.0,2.0,2
2528,1,,0,2,1,0,2,192,2018,6,24,2,0.0,0,0,95.0,,2
2529,1,0.0,0,1,1,0,2,22,2017,11,17,3,0.0,0,0,62.0,0.0,2
2530,1,0.0,0,1,1,0,2,40,2018,2,16,1,0.0,0,0,72.9,0.0,1
2531,3,0.0,1,3,1,0,1,155,2018,12,26,1,0.0,0,0,115.6,1.0,1
2532,2,0.0,0,2,1,0,2,86,2017,9,24,2,0.0,0,0,105.0,0.0,2
2533,1,0.0,0,2,1,0,2,192,2018,6,24,2,0.0,0,0,95.0,0.0,2
